,goodreads_book_id,authors,original_publication_year,title,average_rating,ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5
6852,140524,Dorothy Gilman,21,The Unexpected Mrs. Pollifax  (Mrs. Pollifax #1),4.14,15666,1251,133,422,3242,6481,6830
6853,17159011,"Douglas Preston, Lincoln Child",21,"White Fire (Pendergast, #13)",4.07,12277,1803,120,523,3007,6793,5571
6854,1051620,Karen Miller,21,"The Innocent Mage (Kingmaker, Kingbreaker, #1)",3.65,15419,767,554,1513,4845,5814,3799
6855,1337448,"Christiane F., Kai Hermann, Horst Rieck",21,Wir Kinder vom Bahnhof Zoo,4.16,10070,655,145,613,3062,6864,7642
6856,32276,Carl Sagan,21,Dragons of Eden: Speculations on the Evolution of Human Intelligence,4.16,13310,478,198,495,2305,5101,6131
6857,142079,Sue Grafton,21,"S is for Silence (Kinsey Millhone, #19)",3.9,17879,898,113,646,5365,8356,4991
6858,1303564,Robert Muchamore,21,"Maximum Security (Cherub, #3)",4.24,14860,426,76,408,2436,5552,7247
6859,375901,Leo Lionni,21,Frédéric,4.19,16222,401,201,621,3186,5192,8278
6860,7059135,Maria V. Snyder,21,"Inside Out (Insider, #1)",3.82,20472,1882,598,1467,5568,8111,6257
6861,17346698,"John             Lewis, Andrew Aydin, Nate Powell",21,"March: Book One (March, #1)",4.33,19430,2753,412,414,1814,6699,10532
6862,218659,"Flannery O'Connor, Robert Fitzgerald",21,Everything That Rises Must Converge: Stories,4.27,14534,873,163,433,1876,5312,7241
6863,1746470,Sherrilyn Kenyon,21,"Dream Chaser (Dark-Hunter #13, Dream-Hunter #3)",4.2,23294,691,110,779,4307,8269,11162
6864,45234,Hugh Laurie,21,The Gun Seller,3.69,13247,1690,311,1393,4865,6505,3455
6865,8242117,Nora Ephron,21,I Remember Nothing: and Other Reflections,3.73,13875,2279,249,1211,4769,5913,3680
6866,14082,"R.K. Narayan, Jhumpa Lahiri",21,Malgudi Days,4.2,11527,450,116,237,1807,5274,5092
6867,28257707,Mark Manson,21,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,4.03,41087,3569,1484,2534,8529,16518,19594
6868,2579284,James Grady,21,Six Days of the Condor,4.08,13779,227,140,410,2849,5741,5263
6869,698,Anne Tyler,21,Digging to America,3.53,15484,1974,290,1589,6406,6627,2348
6870,12360050,"Oliver Pötzsch, Lee Chadeayne",21,"The Dark Monk (The Hangman's Daughter, #2)",3.82,10785,1316,143,744,4529,7243,3564
6871,7145565,Jussi Adler-Olsen,21,"Flaskepost fra P (Afdeling Q, #3)",4.04,9658,1347,374,606,3164,8344,6340
6872,7979,Brian Jacques,21,"The Bellmaker (Redwall, #7)",3.95,17476,188,101,728,4999,6812,5826
6873,458034,Nalini Singh,21,Caressed by Ice (Psy-Changeling #3),4.33,24390,1360,139,541,3455,9039,13703
6874,1009996,"Jeff Hertzberg, Zoë François, Mark Luinenburg",21,Artisan Bread in Five Minutes a Day: The Discovery That Revolutionizes Home Baking,4.11,13984,581,423,642,2287,4473,6348
6875,105986,P.G. Wodehouse,21,"The Code of the Woosters (Jeeves, #7)",4.36,8979,1135,69,222,1906,6214,8657
6876,5849,V.S. Naipaul,21,A House for Mr Biswas,3.82,13073,647,430,1072,3582,5190,4335
6877,13708346,Patricia Cornwell,21,"The Bone Bed (Kay Scarpetta, #20)",3.64,13557,1732,500,1666,5337,5617,4038
6878,8649656,Stephen Fry,21,The Fry Chronicles (Memoir #2),3.87,14037,998,262,844,3743,6632,4249
6879,448836,"John Locke, C.B. Macpherson",21,Second Treatise of Government,3.75,14549,215,479,1181,4276,5093,4258
6880,17228280,Elizabeth Eulberg,21,Better off Friends,3.95,15692,2613,403,1126,4219,6786,6667
6881,6966823,Nicholas Carr,21,The Shallows: What the Internet is Doing to Our Brains,3.85,6938,2107,308,933,3625,6106,4118
6882,11488123,Natasha Solomons,21,The House at Tyneford,3.78,14092,1972,203,1006,4313,6673,3503
6883,42547,"Martin Luther King Jr., Clayborne Carson",21,"The Autobiography of Martin Luther King, Jr.",4.31,11261,412,119,276,1549,3561,6114
6884,522534,"Mineko Iwasaki, Rande Brown",21,"Geisha, a Life",3.92,12995,1005,175,811,3820,6065,4785
6885,666758,A.W. Tozer,21,The Knowledge of the Holy,4.37,13800,526,260,395,1662,3800,8636
6886,104160,"Sergei Lukyanenko, Andrew Bromfield",21,Day Watch (Watch #2),4.05,13812,601,132,612,3329,7389,5843
6887,136640,Douglas Preston,21,The Codex,3.88,15047,491,192,903,4304,6010,4718
6888,2137,Michael Cunningham,21,A Home at the End of the World,3.89,13228,780,256,896,3615,5657,4543
6889,15752115,"Scott Snyder, Greg Capullo, Jonathan Glapion, James Tynion IV, Rafael Albuquerque, Jason Fabok, Becky Cloonan, Andy Clarke, Sandu Florea",21,"Batman, Volume 2: The City of Owls",4.26,13864,720,63,350,2109,5857,7016
6890,28759,Mercedes Lackey,21,Magic's Pawn (Valdemar: Last Herald-Mage #1),4.21,19865,641,272,755,3212,6378,9873
6891,28747,George Saunders,21,CivilWarLand in Bad Decline,4.22,10525,1183,91,350,1856,5192,5724
6892,9739365,"Howard E. Wasdin, Stephen Templin",21,SEAL Team Six: Memoirs of an Elite Navy SEAL Sniper,4.0,10582,800,161,542,2571,4455,4166
6893,190115,Caroline Myss,21,Sacred Contracts: Awakening Your Divine Potential,3.97,12218,191,252,786,2753,4008,4682
6894,4955,Dave Eggers,21,How We Are Hungry,3.75,11282,715,163,781,3678,4767,2688
6895,30292,"Plato, G.M.A. Grube, John M. Cooper",21,"Five Dialogues: Euthyphro, Apology, Crito, Meno, Phaedo",4.1,13301,187,160,535,2692,4632,5614
6896,26224667,Jana Aston,21,"Wrong (Wrong, #1)",3.94,14596,2184,641,1303,4316,7507,7607
6897,79121,Oscar Wilde,21,The Happy Prince,4.22,17522,545,175,648,3119,6130,9084
6898,18982011,J.D. Horn,21,"The Line (Witching Savannah, #1)",3.78,7834,1360,282,924,4215,6097,3544
6899,29519517,Erin Watt,21,"Twisted Palace (The Royals, #3)",4.0,16342,2351,394,1244,4026,7107,7692
6900,2493973,Jeanne DuPrau,21,"The Diamond of Darkhold (Book of Ember, #4)",3.79,18425,1586,262,1387,5966,7475,5240
6901,596259,Gordon B. Hinckley,21,Standing for Something: 10 Neglected Virtues That Will Heal Our Hearts and Homes,4.61,12708,683,126,165,786,2622,9580
6902,93802,Daniel Silva,21,"A Death in Vienna (Gabriel Allon, #4)",4.17,12761,706,59,262,2506,6999,5883
6903,24504274,Helena Hunting,21,"Pucked (Pucked, #1)",4.05,20014,3091,719,1331,4291,8832,10312
6904,25422234,"Irin Carmon, Shana Knizhnik",21,Notorious RBG: The Life and Times of Ruth Bader Ginsburg,4.22,15626,2701,202,370,2324,7132,7614
6905,9439989,Jennifer Estep,21,"Touch of Frost (Mythos Academy, #1)",3.96,23343,1905,560,1434,5436,9395,8917
6906,10169662,Chevy Stevens,21,Never Knowing,3.85,16178,2489,373,1155,4452,7114,5079
6907,31268,Robert Ludlum,21,The Aquitaine Progression,3.9,14100,131,120,607,3965,5917,4109
6908,103159,John Galsworthy,21,"The Forsyte Saga (The Forsyte Chronicles, #1-3)",4.15,14218,712,250,596,2721,5418,7105
6909,262228,Sue Grafton,21,"O is for Outlaw (Kinsey Millhone, #15)",3.92,18715,549,74,561,5686,8579,5344
6910,2820533,Laurie Faria Stolarz,21,"Deadly Little Secret (Touch, #1)",3.86,20156,1622,566,1702,5151,6373,7370
6911,18282915,"Janet Evanovich, Lee Goldberg",21,"The Chase (Fox and O'Hare, #2)",3.93,14059,1730,115,613,4701,7735,5021
6912,25403,"Jostein Gaarder, James Anderson",21,The Orange Girl,3.91,10355,1355,275,1033,3697,5620,5177
6913,228220,"Leigh Nichols, Dean Koontz",21,The House of Thunder,3.78,14618,417,290,1174,4623,5032,4400
6914,71864,John Marsden,21,"The Dead of Night (Tomorrow, #2)",4.13,15240,607,69,399,3095,7410,6306
6915,18869970,Daphne du Maurier,21,My Cousin Rachel,3.92,9557,2163,235,933,4818,9007,5826
6916,70509,Gary Shteyngart,21,Absurdistan,3.29,10712,1573,787,1824,3822,3748,1553
6917,8677937,Sherrilyn Kenyon,21,"Invincible (Chronicles of Nick, #2)",4.27,19887,1096,158,559,3136,7280,10520
6918,55354,George Carlin,21,Napalm & Silly Putty,4.12,12798,316,141,465,2561,4724,5546
6919,24815,Bill Watterson,21,The Indispensable Calvin and Hobbes,4.73,14597,325,19,62,666,2969,13195
6920,46349,Firoozeh Dumas,21,Funny in Farsi: A Memoir of Growing Up Iranian in America,3.76,10008,1957,253,941,3805,5460,3197
6921,51370,John P. Kotter,21,Leading Change,4.01,12245,276,219,612,2621,4839,4696
6922,213975,"J.D. Robb, Susan Ericksen",21,"Witness in Death (In Death, #10)",4.3,19178,693,55,284,3167,8399,10574
6923,60211,Gene Wolfe,21,The Shadow of the Torturer (The Book of the New Sun #1),3.8,15507,885,636,1538,3710,5303,5321
6924,13069935,A.S. King,21,Ask the Passengers,3.88,17896,2325,532,1180,4270,6966,6030
6925,20499240,Ben Aaronovitch,21,"Foxglove Summer (Peter Grant, #5)",4.18,12167,1513,36,284,2398,7966,6132
6926,261689,Georgette Heyer,21,The Grand Sophy,4.16,16282,2284,198,559,2989,7328,7785
6927,299215,Friedrich A. Hayek,21,The Road to Serfdom,4.18,11306,820,299,546,2016,4540,6488
6928,18800655,Marko Kloos,21,Terms of Enlistment (Frontlines #1),3.96,12890,983,161,595,3248,6658,4347
6929,18076876,Joanna Wylde,21,"Reaper's Legacy (Reapers MC, #2)",4.27,28046,2182,187,636,3801,10867,13578
6930,41502,Diana Gabaldon,21,"Lord John and the Brotherhood of the Blade  (Lord John Grey, #2)",3.86,14952,797,271,918,4658,6402,4915
6931,12468,Norman Mailer,21,The Executioner's Song,4.07,13829,970,244,677,2693,5730,5825
6932,15755201,Robert Crais,21,"Suspect (Scott James & Maggie, #1)",4.14,14501,2222,168,458,2735,7120,6512
6933,11359,Toni Morrison,21,Tar Baby,3.91,13951,379,201,716,3690,5618,4377
6934,837501,William Pène du Bois,21,The Twenty-One Balloons,3.96,17385,1048,353,1066,4120,6324,6651
6935,13093001,John Sandford,21,"Stolen Prey (Lucas Davenport, #22)",4.17,13426,1016,97,322,2664,6887,6346
6936,840,Donald A. Norman,21,The Design of Everyday Things,4.18,11838,1192,88,483,2327,6020,6284
6937,227658,Margaret Peterson Haddix,21,Running Out of Time,3.98,19126,1291,224,1002,4639,7603,6858
6938,392431,Cathy Glass,21,Damaged: The Heartbreaking True Story of a Forgotten Child,4.2,11465,811,133,402,2199,4233,5942
6939,24937499,Robert Dugoni,21,"Her Final Breath (Tracy Crosswhite, #2)",4.27,17504,945,101,303,2186,7401,7828
6940,129616,Judith McNaught,21,"Something Wonderful (Sequels, #2)",4.33,20049,753,120,464,2671,6877,10797
6941,2003767,Nora Roberts,21,Tribute,3.92,18811,1003,175,981,5464,7694,6221
6942,46012,Debbie Macomber,21,"16 Lighthouse Road (Cedar Cove, #1)",4.08,9938,1100,222,617,3654,6444,6993
6943,86172,Tom Wolfe,21,A Man in Full,3.8,12540,760,265,945,3480,5407,3468
6944,42631,Joanna Weaver,21,Having a Mary Heart in a Martha World: Finding Intimacy With God in the Busyness of Life,4.16,12501,412,149,469,2232,4284,5704
6945,7636774,Laura Lippman,21,I'd Know You Anywhere,3.47,15337,2055,329,1759,6903,6453,2143
6946,18166936,Leslye Walton,21,The Strange and Beautiful Sorrows of Ava Lavender,4.12,18562,4798,388,1066,3384,7410,9312
6947,17349163,Joanna Trollope,21,"Sense & Sensibility (The Austen Project, #1)",3.55,11346,1028,824,1443,3346,3651,3115
6948,12171769,Jen Hatmaker,21,7: An Experimental Mutiny Against Excess,4.13,13434,1476,335,681,2206,4671,6432
6949,7307503,Nalini Singh,21,"Archangel's Consort (Guild Hunter, #3)",4.24,24487,1404,191,803,4428,10024,13673
6950,264778,Anna Lee Waldo,21,Sacajawea (Lewis & Clark Expedition),4.23,13504,392,122,396,2290,4345,6628
6951,1722717,Gemma Malley,21,"The Declaration (The Declaration, #1)",3.71,16224,1555,544,1631,5419,6926,4754
6952,18687079,"Gene Luen Yang, Michael Dante DiMartino, Bryan Konietzko, Gurihiru",21,"Avatar: The Last Airbender (The Rift, #1)",4.33,10560,201,210,311,1356,2669,6127
6953,12374,Richard Ford,21,Independence Day,3.86,11663,634,387,961,2714,4849,3966
6954,2336803,Brad Thor,21,"The Last Patriot (Scot Harvath, #7)",4.16,12264,669,132,390,2304,5567,5713
6955,214856,Obert Skye,21,"Leven Thumps and the Gateway to Foo (Leven Thumps, #1)",3.71,17760,1539,709,1729,4896,5469,5241
6956,18228202,Francine Rivers,21,Bridge to Haven,4.07,11325,1037,337,601,2356,4149,5434
6957,16071736,J. Courtney Sullivan,21,The Engagements,3.59,8634,1885,420,1388,4828,5964,2607
6958,13168,Beverly Cleary,21,"Runaway Ralph (Ralph S. Mouse, #2)",3.95,16845,324,159,745,4874,6149,5931
6959,13640229,Kristen Ashley,21,"Creed (Unfinished Hero, #2)",4.17,26696,1826,381,1125,4594,9929,12900
6960,2142,Ted Dekker,21,Blink,4.17,12037,747,143,482,2445,4810,6177
6961,27213121,Daniel Silva,21,"The Black Widow (Gabriel Allon, #16)",4.34,8822,1608,163,364,1722,6044,8682
6962,434764,Stephen E. Robinson,21,Believing Christ: The Parable of the Bicycle and Other Good News,4.51,12951,818,164,220,1010,3223,8731
6963,10586539,Amanda Hocking,21,Wake (Watersong #1),3.7,17833,2243,632,1890,5704,6400,5336
6964,25316313,Loreth Anne White,21,A Dark Lure,4.14,12579,1117,186,484,2060,4588,5337
6965,17994,Simon Singh,21,The Code Book: The Science of Secrecy from Ancient Egypt to Quantum Cryptography,4.28,12919,912,85,290,1889,6053,7048
6966,67513,Karen Chance,21,"Touch the Dark (Cassandra Palmer, #1)",3.7,26970,1531,1232,2621,7437,9074,7913
6967,11286,Dan Simmons,21,Carrion Comfort,3.89,13285,768,395,934,3401,5236,4828
6968,9858714,Lori Brighton,21,"The Mind Readers (Mind Readers, #1)",3.76,9825,1302,503,1392,4426,5577,4669
6969,815150,Karen Marie Moning,21,"The Highlander's Touch (Highlander, #3)",4.15,22072,1050,178,827,4756,9010,10627
6970,13331199,Deb Perelman,21,The Smitten Kitchen Cookbook,4.14,15860,502,553,654,2326,5166,7583
6971,353342,Avi,21,"The Cross of Lead (Crispin, #1)",3.59,18277,1738,866,1836,5728,6524,4161
6972,76667,Piers Anthony,21,"Wielding a Red Sword (Incarnations of Immortality, #4)",3.93,16222,223,136,852,4305,6066,5274
6973,18461986,Kylie Scott,21,"Deep (Stage Dive, #4)",4.09,25588,2624,261,1124,5168,10658,10796
6974,79006,Jeffrey Archer,21,Honor Among Thieves,3.82,12409,276,121,600,3955,5553,3107
6975,7657484,"J. Michael Straczynski, Shane Davis, Sandra Hope, Barbara Ciardo, Rob Leigh",21,"Superman: Earth One, Volume 1",3.9,12982,637,410,945,3119,4411,4808
6976,11106458,Cassandra Clare,21,The Mortal Instruments (The Mortal Instruments #1-4),4.59,13996,376,142,221,940,2851,10320
6977,609035,"John Foxe, W. Grinton Berry",21,Foxe's Book of Martyrs,4.25,12117,254,194,493,2106,3784,7004
6978,60223,Rachel Gibson,21,"See Jane Score (Chinooks Hockey Team, #2)",4.06,20770,656,200,835,4391,8442,7940
6979,17174,Michael Dorris,21,A Yellow Raft in Blue Water,3.84,14380,869,312,942,3709,5627,4199
6980,6294549,Seanan McGuire,21,"Rosemary and Rue (October Daye, #1)",3.74,21030,2091,758,1719,6233,8296,6032
6981,64401,Robert Lynn Asprin,21,"Another Fine Myth (Myth Adventures, #1)",4.03,17018,502,174,728,3856,6853,6437
6982,9279734,Elizabeth Reyes,21,"Forever Mine (The Moreno Brothers, #1)",3.88,18346,1018,631,1440,5223,7815,7274
6983,6617185,"Simon Kuper, Stefan Szymanski",21,"Soccernomics: Why England Loses, Why Germany and Brazil Win, and Why the U.S., Japan, Australia, Turkey--and Even Iraq--Are Destined to Become the Kings of the World's Most Popular Sport",3.91,10577,541,278,586,2796,4406,3758
6984,4499214,Catherine Fisher,21,"Sapphique (Incarceron, #2)",3.7,16475,1786,475,1717,5784,6838,4834
6985,127451,Lurlene McDaniel,21,"Don't Die, My Love",4.12,14197,574,304,681,2795,3784,6819
6986,40482,Tess Gerritsen,21,Harvest,4.09,14274,581,84,463,3246,6280,5831
6987,1587362,Mark Bittman,21,How to Cook Everything Vegetarian: Simple Meatless Recipes for Great Food,4.08,12262,366,416,524,2113,3916,5403
6988,20801166,Sandy   Hall,21,A Little Something Different,3.65,14206,3118,733,1571,4722,5545,4148
6989,17349222,Ann Patchett,21,This is the Story of a Happy Marriage,4.03,13126,2565,241,633,2731,6347,5238
6990,7278837,Jeff Kinney,21,Diary of a Wimpy Kid: #1-4,4.45,10752,434,249,296,1053,2022,7353
6991,7853137,John Verdon,21,"Think of a Number (Dave Gurney, #1)",3.83,11877,1837,304,1106,4490,7171,4571
6992,22151696,Lang Leav,21,Lullabies,4.05,14539,1172,582,893,2413,4236,6639
6993,114203,Nora Roberts,21,Birthright,3.99,19024,625,166,876,4932,7596,6933
6994,434535,James L. Ferrell,21,The Peacegiver: How Christ Offers to Heal Our Hearts and Homes,4.41,12313,2150,144,325,1324,3252,7483
6995,64895,Mark Kurlansky,21,Cod: A Biography of the Fish that Changed the World,3.92,13137,1104,197,627,3465,5958,4131
6996,8167094,Brian Greene,21,The Hidden Reality: Parallel Universes and the Deep Laws of the Cosmos,4.05,12080,581,263,515,2415,4987,4851
6997,38723,"Betty Friedan, Anna Quindlen",21,The Feminine Mystique,3.85,9823,1137,283,1001,4182,6432,4557
6998,48862,"Graham Greene, J.M. Coetzee",21,Brighton Rock,3.72,13871,1000,295,1208,4767,6561,3509
6999,12415695,عبدالله المغلوث,21,كخه يا بابا,3.71,12587,1957,692,1285,3069,3562,4002
7000,6452760,"Greg Mortenson, Khaled Hosseini",21,"Stones Into Schools: Promoting Peace With Books, Not Bombs, in Afghanistan and Pakistan",3.86,13543,1786,430,907,3490,5407,4507
7001,3009435,Toni Morrison,21,A Mercy,3.65,14707,2301,494,1493,4653,5926,3538
7002,825,Neal Stephenson,21,Zodiac,3.7,13353,569,118,920,4989,6026,2750
7003,23675858,A.G. Riddle,21,Departure,3.79,11143,1132,254,880,3201,4847,3162
7004,9799572,Kristen Ashley,21,"Rock Chick Redemption (Rock Chick, #3)",4.43,25766,1502,110,324,2717,9326,15838
7005,16335,Agatha Christie,21,"The Mystery of the Blue Train (Hercule Poirot, #6)",3.77,17011,1032,142,1142,6739,8463,4609
7006,10808006,"James Patterson, Maxine Paetro",21,"Private #1 Suspect (Private, #2)",3.95,13428,967,161,684,3993,6623,4948
7007,14295,George Saunders,21,Pastoralia,4.11,10786,1108,143,473,2277,5621,5205
7008,13523061,Meg Jay,21,The Defining Decade: Why Your Twenties Matter--And How to Make the Most of Them Now,4.11,12731,1514,168,640,2691,5808,6210
7009,1085771,"Robert Kirkman, Charlie Adlard, Cliff Rathburn",21,"The Walking Dead, Vol. 07: The Calm Before",4.27,16769,584,54,310,2546,6516,8134
7010,291364,H.A. Rey,21,Curious George Rides a Bike,4.24,15461,115,181,563,2859,3854,8212
7011,175319,Robert A. Heinlein,21,Methuselah's Children,3.98,15028,219,130,649,3799,6231,5186
7012,12663646,Lauren Oliver,21,"Hana (Delirium, #1.5)",3.63,20107,1886,286,1918,7603,7063,4487
7013,102955,"Garth Ennis, Steve Dillon, John McCrea",21,"Preacher, Volume 8: All Hell's a-Coming",4.33,14300,172,160,387,1738,4431,7798
7014,6356190,"Stephen King, Michael Whelan",21,"The Little Sisters of Eluria (The Dark Tower, #0.5)",4.24,14287,161,140,431,2336,4454,7040
7015,773480,"Stan Berenstain, Jan Berenstain",21,"Inside, Outside, Upside Down (Berenstain Bears Bright and Early Board Book)",4.13,15032,124,230,744,3161,3680,7369
7016,6574542,Robert Crais,21,"The First Rule (Elvis Cole, #13; Joe Pike, #2)",4.2,14169,808,65,279,2426,6481,6359
7017,483445,David Colbert,21,"The Magical Worlds of Harry Potter: A Treasury of Myths, Legends, and Fascinating Facts",3.96,13820,267,329,1125,3766,3593,6332
7018,825377,Peter H. Reynolds,21,The Dot,4.26,17436,1113,529,700,2316,4310,9811
7019,6407514,Shannon Hale,21,"Forest Born (The Books of Bayern, #4)",4.01,20603,2049,156,917,4782,8053,7335
7020,34605,Clive Barker,21,The Damnation Game,3.82,14299,373,290,989,4119,5713,4217
7021,78728,"Milan Kundera, Linda Asher",21,Ignorance,3.76,9625,846,151,840,3812,5285,2866
7022,381489,Kate Brian,21,"Private (Private, #1)",3.81,16556,978,765,1530,3890,4932,5937
7023,2678349,محمد عبد الرحمن العريفي,21,استمتع بحياتك,4.21,10882,1089,312,546,1622,3240,6093
7024,26506,Danielle Steel,21,Sisters,3.81,13621,1065,482,1125,3697,4715,4622
7025,337116,"William Gibson, Bruce Sterling",21,The Difference Engine ,3.41,14517,910,685,2316,5485,4984,2616
7026,102954,"Garth Ennis, Steve Dillon",21,"Preacher, Volume 7: Salvation",4.3,13902,192,168,378,1806,4410,7341
7027,13425570,"Clayton M. Christensen, James Allworth, Karen Dillon",21,How Will You Measure Your Life?,4.06,11475,1349,228,646,2650,4799,5439
7028,11233988,Jon Klassen,21,I Want My Hat Back,4.39,18489,2240,283,461,1919,5136,11129
7029,239109,R.A. Salvatore,21,"The Lone Drow (Forgotten Realms: Hunter's Blades, #2; Legend of Drizzt, #15)",4.15,12877,135,86,535,2492,4824,5843
7030,2983489,Denis Leary,21,"Why We Suck: A Feel Good Guide to Staying Fat, Loud, Lazy and Stupid",3.67,12880,901,642,1234,3706,4118,3668
7031,61672,Françoise Sagan,21,Bonjour tristesse,3.62,12355,1131,396,1639,5547,6110,3529
7032,25671861,Jeffrey Archer,21,"Cometh the Hour (The Clifton Chronicles, #6)",4.13,7197,1078,211,546,2593,6464,6443
7033,11469379,Corban Addison,21,A Walk Across the Sun,4.13,12091,1779,168,443,2134,5477,5334
7034,1126719,Alastair Reynolds,21,House of Suns,4.19,13033,767,84,362,2219,6115,5983
7035,18813530,Bella Forrest,21,"A Shadow of Light (A Shade of Vampire, #4)",4.1,16380,560,164,706,3229,5692,6829
7036,391724,Edgar Allan Poe,21,The Black Cat,4.07,16132,1028,217,807,3645,6972,7258
7037,102327,John Steakley,21,Armor,4.12,13330,716,274,682,2358,4618,6238
7038,19312,"Astrid Lindgren, Ilon Wikland, Jill M. Morgan",21,The Brothers Lionheart,4.35,16325,613,211,518,2379,5898,11227
7039,15793165,Lisa Scottoline,21,Don't Go,3.72,13056,1731,357,1243,4224,5539,3602
7040,268598,"J.D. Robb, Susan Ericksen",21,"Loyalty in Death (In Death, #9)",4.3,19219,690,37,256,3122,8505,10452
7041,262229,Sue Grafton,21,"Q is for Quarry (Kinsey Millhone, #17)",3.91,17505,704,106,594,5323,8167,5100
7042,17524166,"Alaa Al Aswany, علاء الأسواني",21,نادي السيارات,3.41,8576,1733,793,1399,3358,3605,1953
7043,1373381,Jojo Moyes,21,The Ship of Brides,3.74,12821,1863,277,1048,4952,7066,3532
7044,462684,"Jacqueline Wilson, Nick Sharratt",21,The Story of Tracy Beaker,3.69,14772,382,551,1470,4540,4373,4379
7045,543103,Evan Wright,21,"Generation Kill: Devil Dogs, Iceman, Captain America, and the New Face of American War",4.25,11680,747,55,288,1819,5303,5982
7046,32453,"Leigh Nichols, Dean Koontz",21,The Servants of Twilight,3.81,14476,274,191,1017,4824,5482,4364
7047,2033217,Daniel Silva,21,"Moscow Rules (Gabriel Allon, #8)",4.17,13558,884,69,317,2611,6739,6087
7048,25733983,Hope Jahren,21,Lab Girl,4.04,16594,3321,425,900,3506,7585,7382
7049,2157243,Derek Landy,21,"Playing with Fire (Skulduggery Pleasant, #2)",4.31,15533,1013,73,338,2536,6358,9228
7050,18138755,Laurelin Paige,21,"Forever with You (Fixed, #3)",4.33,22824,1561,161,511,2888,8439,12607
7051,130916,Patricia Gaffney,21,The Saving Graces,3.78,13969,663,196,840,4437,5283,3571
7052,272607,Harlan Coben,21,Fade Away (Myron Bolitar #3),3.99,14679,773,59,380,4077,8262,4844
7053,8948,Darren Shan,21,"Sons of Destiny (Cirque Du Freak, #12)",4.22,14997,741,345,694,2518,4359,8537
7054,84927,Peter Shaffer,21,Amadeus,4.2,14285,193,186,448,2359,4869,6666
7055,62485,R.A. Salvatore,21,"The Icewind Dale Trilogy Collector's Edition (Forgotten Realms: Icewind Dale, #1-3; Legend of Drizzt, #4-6)",4.28,11293,213,76,368,1857,4102,6338
7056,12753231,Emmy Laybourne,21,"Monument 14 (Monument 14, #1)",3.89,17360,2649,463,1196,4256,6796,6028
7057,251964,Jude Deveraux,21,"The Black Lyon (Montgomery/Taggert, #1)",3.99,14456,329,380,847,3437,5036,6137
7058,12542,Anne Lamott,21,Grace (Eventually): Thoughts on Faith,3.98,12863,1053,215,636,2927,5235,4548
7059,335459,Martha Stewart,21,Everyday Food: Great Food Fast,3.93,11969,145,394,752,2625,3689,4513
7060,17831617,Christina Lauren,21,"Beautiful Bombshell (Beautiful Bastard, #2.5)",4.06,23755,1185,232,1103,4985,8767,9365
7061,12743472,Teri Terry,21,"Slated (Slated, #1)",4.07,17404,2404,272,868,3661,7489,7515
7062,1398034,Pramoedya Ananta Toer,21,Bumi Manusia,4.37,8574,1190,126,204,1067,3320,5782
7063,108385,Christine Feehan,21,"Dark Gold (Dark, #3)",4.16,19210,562,193,888,3795,6555,9530
7064,5957702,Kathy Reichs,21,"206 Bones (Temperance Brennan, #12)",3.92,17160,1126,177,810,5006,7889,5637
7065,6076387,Lorrie Moore,21,A Gate at the Stairs,3.14,13590,3050,1135,2946,5374,4165,1594
7066,8593026,Rebecca Forster,21,"Hostile Witness (Witness Series, #1)",3.72,8031,1265,399,1039,4283,5605,3423
7067,929782,"Jack London, Andrew Sinclair",21,Martin Eden,4.39,12744,741,134,398,1627,4159,8615
7068,68455,Andrzej Sapkowski,21,"Wieża Jaskółki (Saga o Wiedźminie, #6)",4.34,10195,400,73,347,1955,5744,8511
7069,1632833,Conn Iggulden,21,"Genghis: Lords of the Bow (Conqueror, #2)",4.31,11600,529,26,181,1555,5589,6261
7070,27810589,Kevin Wignall,21,A Death in Sweden,3.79,12956,705,307,883,3278,5327,3280
7071,13227319,"Brian Azzarello, Cliff Chiang, Tony Akins, Dan Green, Matthew Wilson, Jared K. Fletcher",21,"Wonder Woman, Volume 1: Blood",3.87,15698,921,622,1095,3896,5589,5743
7072,20348781,Brittainy C. Cherry,21,Loving Mr. Daniels,4.28,18058,3106,372,805,2733,6420,11579
7073,13020,"William Shakespeare, David Scott Kastan",21,"King Henry IV, Part 1 (Wars of the Roses, #2)",3.81,14988,685,331,1437,5048,6531,5401
7074,159061,Ed Emberley,21,"Go Away, Big Green Monster!",4.21,14322,437,236,633,2440,3711,7397
7075,6606855,"Jinsei Kataoka, Kazuma Kondou",21,"Deadman Wonderland, Volume 1 (Deadman Wonderland, #1)",4.2,12932,307,240,587,2204,3826,6818
7076,15096257,Linda Lafferty,21,The Bloodletter's Daughter: A Novel of Old Bohemia,3.75,7654,1185,304,951,3620,5308,3086
7077,243308,Robert Harling,21,Steel Magnolias (DPS Acting Edition),4.24,14651,60,173,512,2204,4434,7337
7078,11666,John Updike,21,Rabbit at Rest (Rabbit Angstrom #4),3.96,12221,406,348,716,2490,4642,4489
7079,32426,"David Axton, Dean Koontz",21,Icebound,3.73,15271,376,361,1328,4987,5007,4341
7080,519933,Diana Wynne Jones,21,"The Lives of Christopher Chant (Chrestomanci, #2)",4.22,17117,428,147,400,2924,6625,8248
